date,annee,zone,nom_jour_ferie
2014-08-15,2014,Saint-Pierre-et-Miquelon,Assomption
2014-11-01,2014,Saint-Pierre-et-Miquelon,Toussaint
2014-11-11,2014,Saint-Pierre-et-Miquelon,11 novembre
2014-12-25,2014,Saint-Pierre-et-Miquelon,Jour de Noël
2015-01-01,2015,Saint-Pierre-et-Miquelon,1er janvier
2015-04-06,2015,Saint-Pierre-et-Miquelon,Lundi de Pâques
2015-05-01,2015,Saint-Pierre-et-Miquelon,1er mai
2015-05-08,2015,Saint-Pierre-et-Miquelon,8 mai
2015-05-14,2015,Saint-Pierre-et-Miquelon,Ascension
2015-05-25,2015,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2015-07-14,2015,Saint-Pierre-et-Miquelon,14 juillet
2015-08-15,2015,Saint-Pierre-et-Miquelon,Assomption
2015-11-01,2015,Saint-Pierre-et-Miquelon,Toussaint
2015-11-11,2015,Saint-Pierre-et-Miquelon,11 novembre
2015-12-25,2015,Saint-Pierre-et-Miquelon,Jour de Noël
2016-01-01,2016,Saint-Pierre-et-Miquelon,1er janvier
2016-03-28,2016,Saint-Pierre-et-Miquelon,Lundi de Pâques
2016-05-01,2016,Saint-Pierre-et-Miquelon,1er mai
2016-05-05,2016,Saint-Pierre-et-Miquelon,Ascension
2016-05-08,2016,Saint-Pierre-et-Miquelon,8 mai
2016-05-16,2016,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2016-07-14,2016,Saint-Pierre-et-Miquelon,14 juillet
2016-08-15,2016,Saint-Pierre-et-Miquelon,Assomption
2016-11-01,2016,Saint-Pierre-et-Miquelon,Toussaint
2016-11-11,2016,Saint-Pierre-et-Miquelon,11 novembre
2016-12-25,2016,Saint-Pierre-et-Miquelon,Jour de Noël
2017-01-01,2017,Saint-Pierre-et-Miquelon,1er janvier
2017-04-17,2017,Saint-Pierre-et-Miquelon,Lundi de Pâques
2017-05-01,2017,Saint-Pierre-et-Miquelon,1er mai
2017-05-08,2017,Saint-Pierre-et-Miquelon,8 mai
2017-05-25,2017,Saint-Pierre-et-Miquelon,Ascension
2017-06-05,2017,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2017-07-14,2017,Saint-Pierre-et-Miquelon,14 juillet
2017-08-15,2017,Saint-Pierre-et-Miquelon,Assomption
2017-11-01,2017,Saint-Pierre-et-Miquelon,Toussaint
2017-11-11,2017,Saint-Pierre-et-Miquelon,11 novembre
2017-12-25,2017,Saint-Pierre-et-Miquelon,Jour de Noël
2018-01-01,2018,Saint-Pierre-et-Miquelon,1er janvier
2018-04-02,2018,Saint-Pierre-et-Miquelon,Lundi de Pâques
2018-05-01,2018,Saint-Pierre-et-Miquelon,1er mai
2018-05-08,2018,Saint-Pierre-et-Miquelon,8 mai
2018-05-10,2018,Saint-Pierre-et-Miquelon,Ascension
2018-05-21,2018,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2018-07-14,2018,Saint-Pierre-et-Miquelon,14 juillet
2018-08-15,2018,Saint-Pierre-et-Miquelon,Assomption
2018-11-01,2018,Saint-Pierre-et-Miquelon,Toussaint
2018-11-11,2018,Saint-Pierre-et-Miquelon,11 novembre
2018-12-25,2018,Saint-Pierre-et-Miquelon,Jour de Noël
2019-01-01,2019,Saint-Pierre-et-Miquelon,1er janvier
2019-04-22,2019,Saint-Pierre-et-Miquelon,Lundi de Pâques
2019-05-01,2019,Saint-Pierre-et-Miquelon,1er mai
2019-05-08,2019,Saint-Pierre-et-Miquelon,8 mai
2019-05-30,2019,Saint-Pierre-et-Miquelon,Ascension
2019-06-10,2019,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2019-07-14,2019,Saint-Pierre-et-Miquelon,14 juillet
2019-08-15,2019,Saint-Pierre-et-Miquelon,Assomption
2019-11-01,2019,Saint-Pierre-et-Miquelon,Toussaint
2019-11-11,2019,Saint-Pierre-et-Miquelon,11 novembre
2019-12-25,2019,Saint-Pierre-et-Miquelon,Jour de Noël
2020-01-01,2020,Saint-Pierre-et-Miquelon,1er janvier
2020-04-13,2020,Saint-Pierre-et-Miquelon,Lundi de Pâques
2020-05-01,2020,Saint-Pierre-et-Miquelon,1er mai
2020-05-08,2020,Saint-Pierre-et-Miquelon,8 mai
2020-05-21,2020,Saint-Pierre-et-Miquelon,Ascension
2020-06-01,2020,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2020-07-14,2020,Saint-Pierre-et-Miquelon,14 juillet
2020-08-15,2020,Saint-Pierre-et-Miquelon,Assomption
2020-11-01,2020,Saint-Pierre-et-Miquelon,Toussaint
2020-11-11,2020,Saint-Pierre-et-Miquelon,11 novembre
2020-12-25,2020,Saint-Pierre-et-Miquelon,Jour de Noël
2021-01-01,2021,Saint-Pierre-et-Miquelon,1er janvier
2021-04-05,2021,Saint-Pierre-et-Miquelon,Lundi de Pâques
2021-05-01,2021,Saint-Pierre-et-Miquelon,1er mai
2021-05-08,2021,Saint-Pierre-et-Miquelon,8 mai
2021-05-13,2021,Saint-Pierre-et-Miquelon,Ascension
2021-05-24,2021,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2021-07-14,2021,Saint-Pierre-et-Miquelon,14 juillet
2021-08-15,2021,Saint-Pierre-et-Miquelon,Assomption
2021-11-01,2021,Saint-Pierre-et-Miquelon,Toussaint
2021-11-11,2021,Saint-Pierre-et-Miquelon,11 novembre
2021-12-25,2021,Saint-Pierre-et-Miquelon,Jour de Noël
2022-01-01,2022,Saint-Pierre-et-Miquelon,1er janvier
2022-04-18,2022,Saint-Pierre-et-Miquelon,Lundi de Pâques
2022-05-01,2022,Saint-Pierre-et-Miquelon,1er mai
2022-05-08,2022,Saint-Pierre-et-Miquelon,8 mai
2022-05-26,2022,Saint-Pierre-et-Miquelon,Ascension
2022-06-06,2022,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2022-07-14,2022,Saint-Pierre-et-Miquelon,14 juillet
2022-08-15,2022,Saint-Pierre-et-Miquelon,Assomption
2022-11-01,2022,Saint-Pierre-et-Miquelon,Toussaint
2022-11-11,2022,Saint-Pierre-et-Miquelon,11 novembre
2022-12-25,2022,Saint-Pierre-et-Miquelon,Jour de Noël
2023-01-01,2023,Saint-Pierre-et-Miquelon,1er janvier
2023-04-10,2023,Saint-Pierre-et-Miquelon,Lundi de Pâques
2023-05-01,2023,Saint-Pierre-et-Miquelon,1er mai
2023-05-08,2023,Saint-Pierre-et-Miquelon,8 mai
2023-05-18,2023,Saint-Pierre-et-Miquelon,Ascension
2023-05-29,2023,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2023-07-14,2023,Saint-Pierre-et-Miquelon,14 juillet
2023-08-15,2023,Saint-Pierre-et-Miquelon,Assomption
2023-11-01,2023,Saint-Pierre-et-Miquelon,Toussaint
2023-11-11,2023,Saint-Pierre-et-Miquelon,11 novembre
2023-12-25,2023,Saint-Pierre-et-Miquelon,Jour de Noël
2024-01-01,2024,Saint-Pierre-et-Miquelon,1er janvier
2024-04-01,2024,Saint-Pierre-et-Miquelon,Lundi de Pâques
2024-05-01,2024,Saint-Pierre-et-Miquelon,1er mai
2024-05-08,2024,Saint-Pierre-et-Miquelon,8 mai
2024-05-09,2024,Saint-Pierre-et-Miquelon,Ascension
2024-05-20,2024,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2024-07-14,2024,Saint-Pierre-et-Miquelon,14 juillet
2024-08-15,2024,Saint-Pierre-et-Miquelon,Assomption
2024-11-01,2024,Saint-Pierre-et-Miquelon,Toussaint
2024-11-11,2024,Saint-Pierre-et-Miquelon,11 novembre
2024-12-25,2024,Saint-Pierre-et-Miquelon,Jour de Noël
2025-01-01,2025,Saint-Pierre-et-Miquelon,1er janvier
2025-04-21,2025,Saint-Pierre-et-Miquelon,Lundi de Pâques
2025-05-01,2025,Saint-Pierre-et-Miquelon,1er mai
2025-05-08,2025,Saint-Pierre-et-Miquelon,8 mai
2025-05-29,2025,Saint-Pierre-et-Miquelon,Ascension
2025-06-09,2025,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2025-07-14,2025,Saint-Pierre-et-Miquelon,14 juillet
2025-08-15,2025,Saint-Pierre-et-Miquelon,Assomption
2025-11-01,2025,Saint-Pierre-et-Miquelon,Toussaint
2025-11-11,2025,Saint-Pierre-et-Miquelon,11 novembre
2025-12-25,2025,Saint-Pierre-et-Miquelon,Jour de Noël
2026-01-01,2026,Saint-Pierre-et-Miquelon,1er janvier
2026-04-06,2026,Saint-Pierre-et-Miquelon,Lundi de Pâques
2026-05-01,2026,Saint-Pierre-et-Miquelon,1er mai
2026-05-08,2026,Saint-Pierre-et-Miquelon,8 mai
2026-05-14,2026,Saint-Pierre-et-Miquelon,Ascension
2026-05-25,2026,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2026-07-14,2026,Saint-Pierre-et-Miquelon,14 juillet
2026-08-15,2026,Saint-Pierre-et-Miquelon,Assomption
2026-11-01,2026,Saint-Pierre-et-Miquelon,Toussaint
2026-11-11,2026,Saint-Pierre-et-Miquelon,11 novembre
2026-12-25,2026,Saint-Pierre-et-Miquelon,Jour de Noël
2027-01-01,2027,Saint-Pierre-et-Miquelon,1er janvier
2027-03-29,2027,Saint-Pierre-et-Miquelon,Lundi de Pâques
2027-05-01,2027,Saint-Pierre-et-Miquelon,1er mai
2027-05-06,2027,Saint-Pierre-et-Miquelon,Ascension
2027-05-08,2027,Saint-Pierre-et-Miquelon,8 mai
2027-05-17,2027,Saint-Pierre-et-Miquelon,Lundi de Pentecôte
2027-07-14,2027,Saint-Pierre-et-Miquelon,14 juillet
2027-08-15,2027,Saint-Pierre-et-Miquelon,Assomption
2027-11-01,2027,Saint-Pierre-et-Miquelon,Toussaint
2027-11-11,2027,Saint-Pierre-et-Miquelon,11 novembre
2027-12-25,2027,Saint-Pierre-et-Miquelon,Jour de Noël
